monthly_income,monthly_expenses,credit_score,transactions_per_month,debt_ratio
2831.82,1665.87,801,26,0.164
3216.16,1091.57,698,18,0.406
3868.93,655.08,477,27,0.075
4478.68,3955.37,706,25,0.357
3490.65,702.85,427,25,0.164
2264.6,1918.14,491,32,0.426
4686.55,2411.15,460,25,0.182
4406.92,200,409,18,0.535
2009.9,1837.62,332,23,0.234
3316.99,3063.04,339,25,0.411
2954.48,2803.68,448,17,0.172
2543.56,2639.18,375,22,0.338
3507.66,2053.31,398,12,0.09
5263.47,988.31,612,24,0.331
3147.99,1353.58,385,25,0.241
1832.97,1208.52,649,34,0.16
2413.11,2365.16,378,24,0.246
1763.11,569.02,459,20,0.463
2804.36,2625.41,722,28,0.088
3939.2,1671.25,588,22,0.336
1872.51,1350.36,340,26,0.142
1411.29,2420.03,794,24,0.197
538.96,1035.15,313,19,0.249
1336.8,2866.46,414,31,0.487
4808.17,2204.42,355,25,0.078
4899.57,1919.31,310,24,0.085
2593.1,1012.93,317,33,0.407
4504.85,1286.73,479,34,0.065
3107.61,2338.22,775,24,0.372
2432.07,2541.59,663,25,0.599
5468.32,2538.79,513,23,0.203
2800.12,2115.48,303,29,0.508
3984.21,2621.61,589,11,0.118
2621.48,1051,813,28,0.317
862.1,2461.62,557,14,0.202
2900.55,1024.01,829,27,0.059
3132.24,1915.58,644,17,0.324
1596.27,1792.33,725,22,0.273
2902.3,1659.51,695,27,0.077
2132.38,3712.92,836,35,0.545
4481.98,1498.35,533,38,0.549
2172.34,2778.95,494,24,0.508
2648.07,2008.55,839,22,0.238
2579.49,2722.21,374,25,0.168
2802.55,1639.41,423,33,0.332
1427.31,1126.4,564,19,0.203
2930.14,1844.86,784,28,0.216
4851.51,1973.89,332,25,0.164
2951.26,2893.31,832,23,0.444
4382.2,1768.94,746,21,0.06
741.02,1733.28,418,26,0.226
358,2163.31,342,28,0.261
4323.35,1515.57,711,26,0.079
2917.06,2257.97,445,27,0.198
3244.38,1924.31,422,30,0.4
2969.09,711,368,23,0.22
3923.51,2194.63,340,22,0.485
1805.48,2275.19,599,29,0.362
3213.43,2051.32,734,26,0.077
3708.48,2084.52,653,26,0.038
2233.95,2306.37,848,19,0.487
2349.24,1812.21,358,32,0.163
1417.28,1877.2,596,33,0.297
1855.6,2317.58,453,21,0.207
555.42,2305.75,671,20,0.305
3853.52,1913.65,588,25,0.483
300,2363.55,401,27,0.191
1169.4,2341.36,719,31,0.138
3204.1,200,406,20,0.332
2605.76,1636.9,322,28,0.24
2560.14,2994.3,428,24,0.327
3650.94,2660.18,353,30,0.196
2400.39,3075.43,403,31,0.184
3147.44,2094.88,546,35,0.218
3265.39,3166.92,520,25,0.171
3128.53,1554.48,697,23,0.113
2407.34,1313.09,706,30,0.26
3139.01,2122.17,747,24,0.214
4813.33,1737.01,768,26,0.176
3028.66,3081.49,782,25,0.128
1999.41,2884.21,597,12,0.048
4176.93,2069.18,832,28,0.243
5323.62,1873.79,356,30,0.463
1844.57,2032.82,616,25,0.124
4099.97,2363.2,751,30,0.268
1742.32,2338.98,768,37,0.125
4488.13,2968.99,430,18,0.362
2879.86,3028.94,748,24,0.306
5211.78,741.61,483,20,0.266
3016.02,2385.73,797,16,0.458
4811.02,1652.1,535,20,0.571
2345.74,2520.57,803,24,0.149
1267.4,2708.35,706,20,0.07
3119.74,967.13,821,16,0.635
4847.42,2441.79,669,24,0.314
2842.41,2173.6,596,22,0.444
5397.85,2828.03,374,22,0.138
3324.17,2550.13,461,26,0.186
5924.82,1331.05,645,28,0.41
2893.8,1405.57,537,16,0.541
4171.99,1220.62,363,19,0.681
4187.45,2302.9,432,22,0.325
2619.49,1715.98,536,24,0.204
3974.59,810.55,579,32,0.125
3015.27,2137.51,668,25,0.133
4508.05,1321.25,496,33,0.418
3468.5,1842.47,547,19,0.283
1940.85,1720.45,445,26,0.058
2870.4,1237.05,417,27,0.119
2412.27,3127.12,466,20,0.139
2559.66,1642.38,358,24,0.625
2124.37,1360.92,708,33,0.253
1677.21,2630.25,469,33,0.131
2463.36,1657.79,703,30,0.224
4931.84,1673.85,784,33,0.185
2303.55,3264.04,533,13,0.066
4190.04,3424,307,35,0.213
4512.94,1760.31,544,17,0.453
3124.87,1406.67,571,29,0.117
4548.44,1985.68,500,26,0.136
1354.5,1553.59,839,28,0.181
1401.18,2358.02,755,29,0.455
4578.88,1763.02,537,32,0.459
3235.75,2800.11,757,23,0.233
5011.8,1148.46,562,23,0.06
970.7,1871.44,663,35,0.443
4743.59,2501.47,526,23,0.327
3319.09,2919.36,316,25,0.074
2340.36,1485.02,714,31,0.11
4339.15,2005.36,797,16,0.351
1062.07,2267.51,538,27,0.154
1458.43,1918.05,642,22,0.23
3731.11,1912.1,525,21,0.326
300,3263.3,650,25,0.121
3364.39,2698.11,825,25,0.193
4866.75,1851.17,484,36,0.233
3734.78,1351.64,551,31,0.38
2847.79,2432.73,480,24,0.225
3077.74,2213.2,443,25,0.124
1361.76,1747.71,673,31,0.52
1104.44,959.18,409,28,0.279
2930.05,200,791,23,0.248
1359.03,997.81,800,23,0.096
1924.39,3074.5,499,14,0.076
1442.95,1243.65,612,27,0.298
4375.14,3166.77,722,35,0.353
3287.31,2336.58,365,27,0.497
4575.25,2253.21,478,40,0.146
300,1713.87,637,24,0.539
2607.28,3114.59,489,22,0.23
4649.75,2428.04,712,25,0.154
4888.23,1905.83,307,18,0.552
1704.75,1984.68,447,21,0.222
2508.58,2168.98,427,17,0.159
2199.76,2309.14,500,27,0.449
2332.42,1783.17,585,24,0.122
3713.3,3547.57,741,22,0.31
1191.08,3120.22,447,25,0.344
4144.82,1765.39,550,23,0.546
781.44,1915.11,514,17,0.548
3102.02,2784.38,819,32,0.157
5179.41,1536.81,419,17,0.065
3537.02,1854.89,471,31,0.292
3977.13,2327.03,428,20,0.373
1574.53,1995.15,377,28,0.619
3115.23,863.92,687,32,0.168
2352.55,973.94,598,23,0.176
3391.63,2199.11,778,22,0.551
1879.21,1913.29,324,21,0.135
4628.99,1781.48,645,21,0.3
3356.39,947.42,683,26,0.355
3605.13,1801.12,567,27,0.241
3541.05,1848.61,509,32,0.099
3169.04,3074.2,783,25,0.477
3813.42,1777,406,29,0.387
1020.75,1994.02,557,30,0.308
4604.96,1803.1,823,19,0.33
4235.64,1350.61,549,29,0.173
2099.46,2009.07,466,31,0.341
2028.8,1864.66,415,27,0.276
2449.38,2203.3,624,28,0.058
3278.84,3135.14,544,25,0.226
1079.75,2093.11,466,22,0.096
2069.92,1901.74,330,24,0.225
1480.84,2448.65,688,23,0.205
5105.07,1951.07,557,26,0.098
3820.02,2859.13,347,14,0.317
2825.4,1903.35,735,20,0.392
2151.92,1056.6,339,23,0.164
1838.48,2575.88,842,22,0.284
4447.12,1198.64,358,31,0.111
2109.99,3247.8,752,26,0.169
4454.37,1493.53,459,22,0.304
300,1498.99,328,29,0.161
4026.11,3055.54,508,26,0.305
3756.73,2922.25,779,22,0.238
2974.02,2549.82,677,23,0.009
3589.57,2832.71,808,27,0.067
2164.03,1447.98,530,22,0.091
4205.83,2766.29,519,21,0.283
4727.47,1559.33,509,40,0.307
1966.47,1562.84,594,27,0.159
4369.41,1974.24,689,22,0.37
3100.26,849.98,782,25,0.432
1118.18,2636.63,734,29,0.655
4228.83,2465.7,662,20,0.41
2212.2,2231.75,730,29,0.131
3097.62,1872.93,738,24,0.225
4117.89,1793.12,536,26,0.593
4328.5,2369.5,558,23,0.651
1361.41,1912.52,836,25,0.484
3034.36,1257.93,720,28,0.104
1611.37,1818.75,429,23,0.293
2034.86,2348.15,663,18,0.382
4052.31,1020.1,625,23,0.215
4942.27,2795.06,490,25,0.217
1640.05,2900.95,651,23,0.494
1352.38,3177.93,614,17,0.388
1964.65,1778.26,358,20,0.419
2240.11,1807.98,738,26,0.296
2054.35,939.53,585,20,0.02
4650.06,900.5,517,18,0.274
4253.25,1627.05,699,24,0.117
5659.25,1867.56,768,24,0.249
2874.18,1417.81,769,34,0.249
3895.24,2030.72,632,22,0.042
1593.62,1063.86,820,25,0.327
2325.84,2502.18,624,25,0.185
2240.74,2364.51,491,26,0.154
3417.15,1389.31,775,25,0.586
3150.74,353.36,348,28,0.434
608.42,1109.3,706,26,0.496
3839.13,2209.32,646,29,0.425
3625.28,2343.76,468,27,0.272
4176.68,2405.9,495,21,0.486
2666.86,419.37,476,31,0.076
3436.5,1765.33,828,22,0.196
3588.84,3734.22,419,29,0.021
5612.6,1965.76,766,20,0.148
869.33,1557.18,557,36,0.217
4406.33,3423.78,365,30,0.167
3821.09,2605.37,383,36,0.441
3475.6,1712.06,375,23,0.187
2924.95,3084.03,627,20,0.155
3389.01,1712.83,435,27,0.136
3212.92,888.4,596,30,0.441
3317.69,857.1,639,24,0.312
2047.07,2189.46,652,28,0.178
2415.21,3258.71,849,20,0.263
3143.41,2550.59,645,24,0.262
1325.06,1604.84,671,17,0.307
3583.05,3141.1,367,23,0.148
2869.49,3102.73,637,19,0.099
1964.34,2458.5,641,31,0.123
2782.34,2997.1,413,23,0.273
3812.22,2651.18,544,26,0.507
3032.95,2438.07,772,26,0.675
3600.28,1677.88,412,22,0.151
3160.54,2474.27,522,28,0.255
3759.33,3057.61,472,27,0.436
4238.09,1353.07,684,26,0.279
1241.59,3607.04,741,30,0.247
2052.25,1289.05,471,36,0.5
3135.36,2740.2,807,22,0.119
2792.67,1205.06,718,22,0.327
2182.54,2408.12,491,23,0.201
300,2083.96,671,30,0.118
4591.85,2090.38,536,28,0.271
1888.94,2624.84,696,20,0.17
4094.07,1490.85,374,31,0.628
1707.09,859.94,635,14,0.277
4044.46,1584.52,767,29,0.296
1031.87,3262.48,350,27,0.717
2330.83,1564.67,554,26,0.278
1494.52,2536.97,595,27,0.356
5331.21,2567.64,690,26,0.452
2348.82,2540.32,535,32,0.344
2253.33,3098.16,719,13,0.25
1569.8,2405.42,445,42,0.403
3729.15,2141.68,533,22,0.213
3462.45,2339.81,458,33,0.258
4303.08,1470.8,786,29,0.202
3773.54,3460.48,838,28,0.173
2594.44,1400.77,389,37,0.449
1025.06,585.46,450,22,0.277
2032.16,2600,760,18,0.589
3340.78,3401.14,318,21,0.4
4870.1,592.49,675,29,0.209
5146.95,891.46,690,27,0.288
1684.32,1777.25,512,19,0.457
2926.46,200,666,22,0.317
3130.79,2823.03,391,29,0.601
3284.33,1852.42,667,21,0.1
3206.87,2033.93,530,23,0.398
1923.58,1738.84,452,22,0.522
2878.82,1825.09,514,26,0.211
2415.61,2939.13,824,25,0.131
3167.77,2211.37,549,25,0.419
4652.22,2796.29,736,29,0.566
2971,1281,427,31,0.438
2037.79,1435.17,849,30,0.042
4859.04,2023.49,442,31,0.235
3093.96,1947.43,635,30,0.297
2956.5,2941.32,598,21,0.424
3208.92,2501.76,674,22,0.115
3384.12,1908.32,414,20,0.134
5663.26,2243.8,331,19,0.382
5896.69,1351.5,579,26,0.08
3617.52,1249.23,812,23,0.124
3762.42,784.39,587,23,0.244
2703.15,3934.84,437,22,0.663
1737.76,1932.65,665,31,0.629
4654.42,1901.49,832,18,0.151
667.49,2338.56,314,28,0.351
2961.65,2039.64,728,25,0.464
4366.76,2239.5,815,16,0.058
3614.54,1855.65,327,23,0.435
4258.85,2780.36,517,29,0.105
2378.9,3342.08,475,23,0.185
2794.4,2479.8,664,31,0.554
3836.14,3397.41,838,27,0.411
2969.53,2896.38,831,26,0.173
2185.69,1600.74,458,23,0.271
4233.29,1156.62,695,21,0.021
3510.77,437.99,773,18,0.125
1737.58,1872.26,348,28,0.133
1655.83,2164.18,723,24,0.109
3066.08,2292.73,402,23,0.487
2396.08,1688.12,603,23,0.356
2781.83,2631.76,677,29,0.28
1754.24,3494.07,389,22,0.066
3984.61,2472.1,448,28,0.322
4387.17,1355.63,587,27,0.054
1657.77,3272.07,577,26,0.587
1593.01,920.4,718,32,0.296
4543.09,2189.91,430,23,0.237
4172.95,637.95,449,21,0.147
2092.96,1297.75,379,28,0.3
3591.82,2408.63,440,22,0.291
3009.42,1406.76,338,18,0.275
2103.88,2026.25,750,23,0.494
3827.15,1193.89,350,20,0.232
2804.77,2612.55,491,22,0.534
3288.9,1274.49,818,18,0.18
4254.61,1702.09,624,34,0.098
1670.06,200,532,31,0.352
4987.25,1836.87,484,23,0.145
3042.68,2280.93,604,20,0.362
3821.32,2248.63,411,23,0.435
1482.09,2382.43,472,27,0.05
3613.46,1120.05,471,28,0.377
1240.24,3003.83,693,29,0.218
3366.29,2333.27,400,20,0.238
3047.67,1442.58,716,22,0.409
1778.48,2538.86,767,24,0.253
3318.03,2645.9,320,28,0.308
1951.63,465.47,346,30,0.284
1954.65,2062.6,732,21,0.432
3289.83,2900.75,601,24,0.395
2151.9,1257.57,361,20,0.482
5000.41,3235.57,411,30,0.186
2689.6,1896.54,827,27,0.276
2745.59,1280.77,485,22,0.449
3762.6,1660.71,775,26,0.372
2142.17,1184.7,403,22,0.244
2801.47,1160.27,684,29,0.229
3129.98,1350.51,649,31,0.162
5351.91,1194.6,812,21,0.417
3158.05,2499.67,699,20,0.527
4362.58,1836,536,24,0.457
4458.41,2062.97,613,28,0.241
785.94,1782.81,458,26,0.353
1155.47,2082.77,768,26,0.592
3418.8,2010.54,794,24,0.383
2470.05,938.67,378,20,0.335
3310.45,2562.56,531,28,0.442
2009.54,2140.7,400,23,0.257
5721.52,1888.55,489,20,0.169
3370.78,1615.95,740,32,0.303
4164.92,1316.94,793,23,0.167
4138.85,842.16,632,21,0.172
4462.5,1129.11,536,27,0.538
3707.55,1233.3,768,25,0.511
2061.43,3211.43,521,29,0.508
4653.24,1918.95,625,27,0.224
4734.42,971.61,329,28,0.489
3301.64,3156.42,331,19,0.188
3691.06,2667.1,660,36,0.35
1531.79,2146.8,313,22,0.199
4007.22,2003.29,768,24,0.348
4733.66,595.13,601,30,0.146
3535.45,2187.83,511,27,0.438
2419.85,2334.62,489,33,0.246
1370.31,2389.83,541,22,0.205
2434.89,1567.84,766,29,0.198
1480.57,2504.21,777,33,0.097
5655.63,2619.78,840,26,0.428
3326.31,1241.78,736,21,0.211
3906.15,2190.16,663,40,0.377
573.65,1308.88,373,27,0.18
2657.51,1948.56,614,18,0.381
1661.39,200,318,18,0.292
4331.44,2400.84,673,27,0.35
3764.16,1011.09,463,22,0.174
300,2575.15,576,24,0.39
3738.91,2522.69,316,27,0.432
4004.44,3682.45,552,22,0.46
2034.98,200,386,28,0.337
2703.64,2123.88,748,25,0.227
2986.98,1455.84,629,32,0.084
2898.65,2011.97,463,18,0.006
2941.78,1309.11,379,32,0.325
3768.78,492.57,740,26,0.439
3249.03,3553.84,474,19,0.399
4043.98,2128.32,382,19,0.109
4459.74,1105.15,704,19,0.579
3587.26,1715.83,634,18,0.087
3306.7,1750.41,824,19,0.272
809.9,2855.42,820,31,0.525
3011.09,2007.75,509,31,0.024
3078.03,2108.26,630,23,0.327
5778.25,2173.61,421,19,0.351
3592.27,1871.76,464,12,0.424
1931.9,3038.61,682,27,0.113
4452.35,1975.08,446,24,0.173
4088.67,2694.15,827,34,0.363
2369.49,2331.04,341,26,0.632
2300.24,3068.92,462,20,0.539
2173.83,2059.54,621,31,0.129
975.59,2104.59,460,32,0.35
4820.96,2015.82,603,25,0.142
3063.28,2364.23,585,29,0.424
2996.61,1177.82,738,25,0.412
4750.12,2030.28,641,29,0.246
2701.47,900.96,376,25,0.467
1770.19,1914,785,35,0.504
4442.72,1746.68,580,29,0.359
3121.83,2282.67,754,22,0.238
2641.97,2408.13,446,23,0.356
2793.54,1068.81,551,15,0.225
2560.15,1707.93,676,31,0.144
3247.73,3345.96,664,21,0.189
1857.22,1587.24,481,25,0.071
2414.75,2193.3,317,24,0.353
5165.24,2333.53,387,25,0.168
3013.4,218.3,670,24,0.28
3077.48,1570.16,622,21,0.093
1043.34,1697.93,752,21,0.389
2110.38,2622.33,730,27,0.191
3540.97,2918.92,579,27,0.185
3752.54,1381.71,450,23,0.102
2676.08,742.04,451,21,0.149
4007.1,3498.89,842,21,0.118
3616.97,3762.87,445,33,0.195
3516.19,957.06,701,18,0.164
2483.19,525.47,628,21,0.044
3945.11,1496.7,335,27,0.237
4439.92,2011.48,378,18,0.315
4513.22,2729.5,386,22,0.492
3578.96,1617.57,506,22,0.096
3104.21,1656.38,611,20,0.333
4243.6,1832.99,534,29,0.084
2720.72,1412.44,707,33,0.473
2849.85,458.76,442,24,0.364
2262.29,2103.84,365,22,0.287
3189.01,1311.67,671,16,0.136
2142.11,3504.29,637,26,0.66
916.39,580.86,449,23,0.387
4255.56,2241.32,696,24,0.393
5857.8,2158.06,429,27,0.283
1866.22,1645.81,386,20,0.23
3627.37,1837.96,734,21,0.284
2407.14,3409.95,520,24,0.366
4683.46,1665.76,784,24,0.398
300,2625.08,525,18,0.292
5022.44,2464.24,408,21,0.631
1215.64,3297.82,839,16,0.545
2346.25,876.61,830,34,0.317
4245.73,1724.63,549,12,0.124
3658.03,1228.07,418,27,0.297
2687.47,2365.12,815,22,0.419
2403.32,1290.09,805,16,0.171
2520.37,2560.63,728,30,0.336
2960.52,2044.45,570,20,0.102
748.2,1424.13,520,23,0.2
3257.25,973.87,367,17,0.399
4449.32,2457.58,368,18,0.251
2620.3,3205.47,528,28,0.563
972.32,1705.77,504,29,0.184
3412.92,2354.51,375,31,0.204
1584.75,974.45,395,32,0.485
3234.02,354.17,843,27,0.215
2118.44,1050.77,365,22,0.419
2923.72,2413.11,800,24,0.232
2996.18,419.94,836,26,0.366
2462.15,2579.72,767,22,0.378
3772.55,944.78,644,19,0.269
2079.71,1627.86,391,26,0.098
2009.92,3169.19,559,27,0.184
2041.2,1690.1,521,23,0.058
1333.1,1049.95,499,24,0.151
993.49,1115.93,490,28,0.679
2550.19,3150.57,601,21,0.311
3431.25,2634.41,669,24,0.449
2208.72,2349.48,687,33,0.22
4890.17,2424.74,356,15,0.201
2950.3,2572.39,472,27,0.094
2813.16,2126.33,540,20,0.259
3277.58,1041.21,338,19,0.191
3939.64,1308.79,435,23,0.155
2463.39,1392.31,766,25,0.331
3905.15,612.24,619,34,0.238
2389.6,1229.49,607,23,0.228
4706.86,1209.7,773,25,0.065
5671.19,3430.27,673,22,0.114
3111.33,1636.72,328,25,0.259
1875.32,1812.51,350,27,0.503
3188.9,1885.55,313,23,0.266
4013.35,513.27,540,21,0.027
4599.45,3297.38,822,22,0.237
3990.8,2997.06,483,21,0.222
3244.6,1662.81,349,31,0.18
3539.23,924.94,722,23,0.241
4335.16,1837.48,530,25,0.471
2776.36,1967.55,333,26,0.205
3163.13,2272.39,841,22,0.101
3606.82,2601.68,576,26,0.369
3365.51,2702.87,814,18,0.702
4847.27,3455.86,843,31,0.211
3303.09,786.36,484,23,0.546
1937.14,1827.07,706,19,0.195
3015.1,1060.78,349,26,0.439
6367.86,1687.79,783,29,0.394
706.88,1573.31,804,26,0.373
3918.39,2465.69,805,24,0.123
2248.51,3161.16,733,30,0.217
3881.84,1305.03,660,22,0.106
5048.9,2037.48,468,27,0.468
2348.09,939.04,721,24,0.406
1728.95,1922.75,817,25,0.218
3214.29,2551.17,393,23,0.277
5015.37,2477.48,727,15,0.262
2962.71,2471.53,830,23,0.211
6732.36,996.06,585,22,0.231
4481.43,3141.31,412,26,0.262
1140.77,2009.81,411,27,0.186
3464.08,581.67,408,22,0.198
4842.52,3244.9,737,18,0.096
1699.22,3323.15,584,18,0.222
3755.25,2959.41,309,32,0.365
2818.88,200,651,32,0.246
2537.02,2070.31,357,21,0.063
1431.57,2594.02,441,28,0.532
4160.85,1500.28,528,26,0.109
3252.42,1353.3,694,36,0.278
3323.34,2834.97,375,36,0.191
2590.14,2886.56,752,25,0.094
3179.65,1020.43,634,16,0.066
1771.44,2619.46,321,20,0.362
3580.44,3186.26,496,25,0.109
3099.52,1648.34,762,26,0.006
4001.71,1377.95,674,20,0.094
4129.45,1372.71,548,25,0.126
4406.31,1999.06,605,24,0.296
4397.92,1918.03,750,29,0.664
2842.53,2020.39,707,30,0.413
2345.39,2673.22,408,23,0.018
4074.24,2271.8,576,32,0.187
2619.85,3076.45,541,26,0.518
4367.73,3048.13,661,21,0.181
1543.6,1801.16,594,28,0.292
2075.09,2517.94,478,26,0.668
3503.82,2352.63,652,32,0.556
5265.59,3201.26,628,25,0.193
2350.23,530.46,580,17,0.035
3954.48,2301.82,635,25,0.386
3069.19,480.28,412,21,0.29
3047.69,2262.78,573,25,0.34
2999.33,3907.95,788,18,0.369
4256.48,1536.87,796,22,0.37
2749.01,1129.42,533,22,0.103
3172.44,2873.61,352,23,0.07
4489.65,3528.76,478,35,0.263
3942.74,1435.45,584,28,0.305
4019.94,1933.48,383,22,0.435
3478.98,3771.8,661,39,0.087
2249.63,767.14,452,36,0.27
2392.47,200,833,13,0.036
4980.8,2190.35,740,20,0.113
2799.81,1402.62,375,24,0.027
1578.98,2303.09,631,24,0.399
3633.14,2744.26,681,27,0.216
3411.8,2077.82,323,25,0.135
1254.33,3487.83,659,24,0.125
1587.04,1912.93,320,29,0.188
2380.36,2723.07,366,21,0.66
1589.77,2014.3,339,28,0.321
2114.06,1997.04,765,24,0.303
1583.17,2365.28,821,22,0.197
5798.24,1248.86,541,15,0.121
4670.72,631.97,523,22,0.182
2799.43,2932.09,624,26,0.103
2688.64,2735.73,355,22,0.296
3520.21,2838.48,802,24,0.244
2899.72,1704.83,543,31,0.083
3768.03,2137.69,795,18,0.299
2554.67,1941.35,654,20,0.222
3602.34,1766.94,474,23,0.683
2876.53,439.93,339,20,0.378
1546.97,3760.91,375,23,0.289
3823.9,2360.3,371,18,0.455
3235.42,2701.59,509,27,0.501
3145.93,2043.77,595,27,0.186
3322.26,1630.82,672,28,0.318
1550.26,2047.06,379,34,0.171
4851.75,2343.35,378,31,0.242
4855.7,2605.09,378,21,0.239
2284.17,2070.92,807,30,0.462
3672.19,1664.97,361,26,0.527
3488.09,1912.65,756,19,0.63
2059.19,2663.6,426,21,0.262
4555.99,1333.07,593,27,0.15
5259.49,2931.47,484,28,0.266
2309.23,3275.77,762,21,0.27
3051.69,1281.54,734,29,0.559
2797.5,2547.14,618,27,0.304
4465.11,1627.83,596,26,0.36
4701.32,602.91,747,20,0.258
1312.57,2390.7,471,23,0.293
779.73,2460.97,603,30,0.515
2997.51,2202.76,714,26,0.117
3605.12,2906.26,782,22,0.454
2569.19,2043.59,716,22,0.17
3212.12,1862.42,320,25,0.319
3240.27,2481.48,775,23,0.378
2583.51,2398.05,810,16,0.253
3531.37,2472.06,306,30,0.566
3015.29,1476.56,583,21,0.02
3176.89,2066.35,349,18,0.317
2921.44,1962.79,438,26,0.157
4652.01,2401.25,536,30,0.396
3488.91,2402.7,707,32,0.037
2563.49,1700.43,385,28,0.782
3572.12,1113.06,670,13,0.296
2988.66,1634.58,798,22,0.147
3712.36,1547.74,629,28,0.462
3885.32,1514.51,834,33,0.117
3904.21,2268.04,494,26,0.203
4815.39,1191.75,832,30,0.116
3301.48,1839.81,627,18,0.266
3989.16,1520.46,347,26,0.068
3009.09,1029.53,316,28,0.648
3201.26,2879.14,383,27,0.304
3168.45,2955.09,403,24,0.261
2726.32,1443.21,386,38,0.114
2855.17,2557.03,741,21,0.186
2422.07,2661.59,397,29,0.252
4179,2299.51,648,23,0.275
2846.31,364.65,479,16,0.647
3785.54,1839.58,550,19,0.189
3108.06,2820,343,20,0.62
2038.78,866.95,581,30,0.354
1861.79,2281.17,364,17,0.222
4642.32,1681.93,624,30,0.311
2036.67,2175.45,702,23,0.238
1753.16,591.14,696,29,0.101
3763.6,1267.92,649,24,0.105
947.59,1803.76,415,23,0.34
1666.64,2203.04,460,28,0.11
2198.7,3527.48,789,27,0.281
4573.85,2818.53,581,22,0.207
3359.87,1605.42,386,26,0.054
4904.62,2285.15,790,23,0.116
3825.85,1689.65,639,26,0.514
3254.89,1391.74,849,19,0.562
4129.03,1759.9,302,31,0.317
4406.79,1572.15,400,25,0.263
5926.42,842.11,343,28,0.382
1323.98,3533.2,455,25,0.052
1606.88,1189.23,790,28,0.27
2526.07,996.54,441,25,0.316
5020.26,1759.55,805,18,0.216
3357.24,772.37,426,24,0.171
2425.9,2759.57,473,29,0.129
4286.34,1921.51,417,13,0.237
2150.7,2907.53,324,21,0.194
5359.61,3167.68,569,24,0.298
3608.68,1336.73,526,28,0.387
4246.08,1006.47,473,24,0.164
3149.23,2147.79,524,25,0.096
2384.9,2832.49,478,14,0.212
3652.59,2456.4,659,30,0.106
3323.27,1355.25,340,34,0.344
3146.9,2299.02,583,24,0.146
2319.76,2028.71,410,25,0.414
5699.35,1545.8,650,33,0.134
3013.95,1739.34,778,28,0.249
2381.29,4388.54,661,33,0.242
3448.92,1493.72,640,21,0.192
4630.48,2461.99,684,27,0.343
6316.17,3157.83,378,25,0.091
300,1010.72,327,23,0.304
3543.66,1691.41,791,29,0.263
4653.56,1731.8,818,21,0.279
924.6,2555.57,729,27,0.135
3284.56,1444.89,350,30,0.101
3894.14,1325.26,426,17,0.588
3468.44,1756.92,345,20,0.45
2045.23,2023.1,307,24,0.179
4148.66,2544.88,349,32,0.098
882.54,2513.79,849,20,0.227
1517.14,2134.38,723,34,0.78
3321.69,2159.23,555,18,0.106
3198.95,2050.42,424,31,0.563
4583.12,1301.99,489,19,0.271
1479.76,1155.1,451,30,0.153
2412.78,1835.27,451,21,0.261
2815.88,1666.94,521,21,0.386
3296.97,2915.75,352,20,0.412
3083.62,1653.93,335,35,0.342
3877.84,3760.3,842,29,0.198
300,728.25,346,21,0.348
3404.73,200,518,20,0.269
3164.49,1490.28,661,22,0.031
3199.94,1701.07,690,25,0.204
3326.82,2252.58,606,30,0.033
5417.99,2381.88,455,22,0.066
1540.02,1295.18,364,18,0.089
3891.18,2049.42,808,33,0.108
1620.14,1192.61,548,24,0.287
2987.91,2879.67,399,22,0.446
3469.25,873.39,643,22,0.281
2164.09,3639.28,359,26,0.181
2392.43,2357.69,573,33,0.285
1097.65,3472.1,626,22,0.421
1186.22,2225.62,463,31,0.132
1950.48,1177.29,445,15,0.398
3600.39,3952.72,849,32,0.037
2698.23,3282.05,602,29,0.204
3233.01,2337.74,748,27,0.189
2801.4,2718.84,591,21,0.045
3953.01,2954.54,345,26,0.169
3022.17,702.14,514,26,0.345
1615.87,1242.05,728,29,0.609
2995.76,2485.49,562,31,0.456
2838.49,2003,798,27,0.18
1214.27,1627.04,773,21,0.351
3866.67,2651.21,623,32,0.321
3813.36,2309.15,550,37,0.346
3930.87,3392.65,725,31,0.06
3263.04,3311.5,667,17,0.112
2734.08,2646.37,707,24,0.548
3072.27,2009.89,846,26,0.097
3617.41,2020.83,367,22,0.231
3023.74,2919.33,624,33,0.394
4562.13,2912.14,443,29,0.193
4294.5,3057.88,778,24,0.257
2635.98,1349.85,425,22,0.415
1998.86,1375.54,763,38,0.099
3305.66,2188.27,725,25,0.127
4417.78,2109.16,784,27,0.136
3809.9,2668.44,352,32,0.563
2800.19,2504.49,664,21,0.364
1667.32,2055.24,601,22,0.083
300,518.54,597,24,0.321
2244.3,542.01,701,29,0.094
3398.08,1391.6,316,26,0.123
2575.48,1768.03,815,18,0.242
1123.16,3329.21,844,25,0.211
2964.4,1850.62,454,29,0.109
5187.96,2617.16,711,21,0.076
2095.25,2766.21,630,24,0.402
1824.97,1879.25,534,31,0.207
3903.41,2014.43,532,18,0.114
3737.34,1607.5,349,20,0.434
1393.23,1649.85,637,28,0.115
2665.55,756.96,569,28,0.06
738.03,2871.22,631,22,0.457
4695.83,3226.81,661,28,0.151
4300.19,973.8,584,26,0.089
3556.02,1100.48,493,24,0.694
4112.79,3084.02,321,26,0.159
3077.66,1395.79,447,19,0.319
2599.98,1086.64,662,18,0.438
300,1861.94,354,22,0.656
5012.42,1810.63,621,27,0.213
